Molecule ChEMBL ID	Smiles	Standard Type	Standard Relation	Standard Value	Standard Unit
CHEMBL540494	Cc1cc(C)cc(Oc2c(C(C)C)c(=O)[nH]c(=O)n2CCC2CCCC2)c1	IC50	=	234.0	nM
CHEMBL3236843	Cc1ccc(C(C)(O)c2ccnc(Nc3ccc(C#N)cc3)n2)cc1	IC50	=	160.0	nM
CHEMBL3986910	Cc1cc(C#N)cc(C)c1Oc1cc(Cl)nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)c1	IC50	=	57.0	nM
CHEMBL3957519	Cc1cc(C#N)cc(C)c1Oc1cc(Cl)nc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)c1	IC50	=	80.0	nM
CHEMBL3099596	Cc1cc(C#CCCCCCCCC(=O)NCc2cn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c(=O)[nH]c2=O)cc(C)c1Oc1ccnc(Nc2ccc(C#N)cc2)n1	IC50	=	6.0	nM
CHEMBL3618305	N#Cc1ccc(Nc2nccc(NCc3ccc(Cl)cc3)n2)cc1	IC50	=	48.0	nM
CHEMBL2443100	COc1ccc(CSc2nc(C(=O)c3ccccc3F)c(C(C)C)c(=O)[nH]2)cc1	IC50	=	72.0	nM
CHEMBL1257315	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cccc(C(=O)O)c3)CC2)ncc1Br	IC50	=	16.0	nM
CHEMBL3347298	Cc1[nH]c(=O)c(Br)c(Oc2cc(Cl)cc(C#N)c2)c1Cc1ccccc1	IC50	=	10.0	nM
CHEMBL426046	CCc1c(C)[nH]c(=O)c(N(C)CCOC)c1Cc1cccc(/C=C/C#N)c1	IC50	=	1.0	nM
CHEMBL2041789	CCOCn1c(Cc2ccccc2)c(N(C)C)c(=O)[nH]c1=O	IC50	=	162.0	nM
CHEMBL291983	Cc1cc(Cl)cc(S(=O)(=O)c2cccc(N)c2C#N)c1	IC50	=	5.012	nM
CHEMBL666	O=C(O)P(=O)(O)O	IC50	=	800.0	nM
CHEMBL549900	Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2CCC2CC=CC2)c1	IC50	=	11.0	nM
CHEMBL519377	CC(C)=CN1Cc2c(F)ccc3[nH]c(=S)n(c23)C[C@@H]1C	IC50	=	5.821	nM
CHEMBL519644	CC(C)=CN1Cc2c(Cl)ccc3[nH]c(=S)n(c23)C[C@@H]1C	IC50	=	5.012	nM
CHEMBL554520	CCc1c(C(=O)c2cc(C)cc(C)c2)n(CC2CCCC2)c(=O)[nH]c1=O	IC50	=	169.0	nM
CHEMBL3618310	N#Cc1ccc(Nc2nccc(NCc3cccc(F)c3)n2)cc1	IC50	=	16.0	nM
CHEMBL3347412	N#Cc1cc(Cl)cc(Oc2cc(CCc3ccccn3)[nH]c(=O)c2Cl)c1	IC50	=	33.0	nM
CHEMBL561784	Cc1cc(C)cc(Oc2c(C(C)C)c(=O)[nH]c(=O)n2CC2CC=CC2)c1	IC50	=	256.0	nM
CHEMBL556094	O=c1[nH]c2ccc(Cl)cc2n1S(=O)(=O)c1ccccc1F	IC50	=	850.0	nM
CHEMBL522748	CCc1c(C)nc(N2C(=O)CSC2c2c(Cl)cccc2Cl)nc1C	IC50	=	260.0	nM
CHEMBL3347288	N#Cc1cc(Cl)cc(Oc2c(CCOc3cccnc3)c[nH]c(=O)c2Br)c1	IC50	=	8.0	nM
CHEMBL243277	COC(=O)c1cc(/C(=C/CCc2nnc(C)o2)c2cc(C)c3oc(=O)n(C)c3c2)cc(C)c1OC	IC50	=	1000.0	nM
CHEMBL560395	N#Cc1cccc(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)c1	IC50	=	360.0	nM
CHEMBL3325519	CCOC(=O)c1[nH]c2ccc(Cl)cc2c1C(OC)c1cc(C)cc(C)c1	IC50	=	34.0	nM
CHEMBL2443098	CCc1c(C(=O)c2cccc(F)c2)nc(SCc2ccc(OC)cc2)[nH]c1=O	IC50	=	190.0	nM
CHEMBL600170	Cc1ccc(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)cc1	IC50	=	149.0	nM
CHEMBL603276	Cc1cc(C)c(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)c(C)c1	IC50	=	1.2	nM
CHEMBL473933	Cc1n[nH]c2ccc(Cl)c(Oc3cc(C#N)cc(C#N)c3)c12	IC50	=	399.0	nM
CHEMBL502565	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)CS(N)(=O)=O)[nH]c3ccc(Cl)cc23)c1	IC50	=	4.0	nM
CHEMBL603275	Cc1c(C)c(C)c(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)c(C)c1C	IC50	=	47.0	nM
CHEMBL2397563	Cc1nc2cc(-c3nc(=O)n(CCC4CCCO4)c4c3oc3ncc(-c5cnn(C)c5)cc34)ccc2n1C	IC50	=	4.7	nM
CHEMBL469804	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)CC(N)=O)[nH]c3ccc(Cl)c(F)c23)c1	IC50	=	359.0	nM
CHEMBL524360	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCS(N)(=O)=O)[nH]c3ccc([N+](=O)[O-])cc23)c1	IC50	=	61.0	nM
CHEMBL383700	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NNC(C)C)[nH]c3ccc(Cl)cc23)c1	IC50	=	10.0	nM
CHEMBL469769	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@H](C)C(N)=O)[nH]c3ccc(Cl)cc23)c1	IC50	=	17.0	nM
CHEMBL3290939	O=c1nc(NCC2CC2)c2cccnc2n1O	IC50	=	398.0	nM
CHEMBL3263475	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCc3ccccc3C)[nH]c3ccc(Cl)cc23)c1	IC50	=	288.0	nM
CHEMBL1270036	Cc1cccc(-c2ccccc2)c1Nc1nc(O)nc(N(C)Cc2ccc3c(c2)CCO3)n1	IC50	=	55.0	nM
CHEMBL2337433	Cc1ccc(Cc2cc(OC3CCCCC3C)c(C(C)C)c(=O)[nH]2)cc1	IC50	=	59.0	nM
CHEMBL1270417	NCc1cccc(-c2cccc(-c3cc(=O)n(O)c4ncccc34)c2)c1	IC50	=	150.0	nM
CHEMBL562570	Cc1cc(C)cc(Oc2c(C(C)C)c(=O)[nH]c(=O)n2Cc2ccccc2)c1	IC50	=	114.0	nM
CHEMBL551798	CCc1c(C(=O)c2cc(C)cc(C)c2)n(CC2CCCCC2)c(=O)[nH]c1=O	IC50	=	173.0	nM
CHEMBL561923	CCc1c(C(=O)c2cc(C)cc(C)c2)n(CCC2CC=CC2)c(=O)[nH]c1=O	IC50	=	18.0	nM
CHEMBL550386	Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2CCC2CCCC2)c1	IC50	=	65.0	nM
CHEMBL560856	Cc1cc(C)cc(Oc2c(C(C)C)c(=O)[nH]c(=O)n2CCC2CC=CC2)c1	IC50	=	176.0	nM
CHEMBL1766213	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCN3CCCCC3)[nH]c3ccc(Cl)cc23)c1	IC50	=	8.0	nM
CHEMBL3347290	N#Cc1cc(Cl)cc(Oc2c(COCc3ccncc3)c[nH]c(=O)c2Br)c1	IC50	=	11.0	nM
CHEMBL3347421	N#Cc1cc(Cl)cc(Oc2cc(CCc3ccncc3)[nH]c(=O)c2Cl)c1	IC50	=	21.0	nM
CHEMBL1169643	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C#N)cc3)CC2)ncc1Br	IC50	=	41.0	nM
CHEMBL3290942	O=c1nc(Nc2ccc(-c3ccncc3)cc2)c2cccnc2n1O	IC50	=	79.0	nM
CHEMBL3338539	Cc1cc(C)c(Oc2cc(Nc3ccc(C#N)cc3)ncc2C(=O)NCCC#N)c(C)c1	IC50	=	190.0	nM
CHEMBL3901141	COc1cc(Oc2c(C)cc(C#N)cc2C)cc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)n1	IC50	=	132.0	nM
CHEMBL4279046	COC(=O)CSc1cnc(Nc2ccc(C#N)cc2)nc1Oc1c(C)cc(C#N)cc1C	IC50	=	13.0	nM
CHEMBL4277701	Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)ncc1SCC(=O)NC1CCN(C(=O)OC(C)(C)C)CC1	IC50	=	13.0	nM
CHEMBL4285815	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C(N)=O)cc3)CC2)nc2cc[nH]c12	IC50	=	108.0	nM
CHEMBL398174	Cc1cc(C)cc(S(=O)(=O)c2c(C(N)=O)[nH]c3ccc(Cl)c(F)c23)c1	IC50	=	3.0	nM
CHEMBL470630	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCS(N)(=O)=O)[nH]c3ccc(Br)cc23)c1	IC50	=	13.0	nM
CHEMBL2041782	O=c1[nH]c(=O)n(COCc2ccccc2)c(Cc2ccccc2)c1I	IC50	=	10.0	nM
CHEMBL4159993	Cc1cc(-c2cccc(Cl)c2)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1	IC50	=	20.0	nM
CHEMBL226735	COC(=O)CCC/C=C(\c1cc(C)c(OC)c(C(=O)OC)c1)c1cc(C)c2oc(=O)n(C)c2c1	IC50	=	20.0	nM
CHEMBL2147020	Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c3ncccc23)c1	IC50	=	1.2	nM
CHEMBL252812	O=S(=O)(c1c(-c2nc3ccccc3[nH]2)[nH]c2ccc(Br)cc12)N1CCCC1	IC50	=	38.0	nM
CHEMBL244780	COc1c(C)cc(/C(=C\CCc2nnc(C)o2)c2cc(C)c3onc(OC)c3c2)cc1C(=O)SC	IC50	=	900.0	nM
CHEMBL252810	CCC(OC)c1cnc(-c2[nH]c3ccc(Br)cc3c2S(=O)(=O)N2CCCC2)[nH]1	IC50	=	240.0	nM
CHEMBL4526807	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc([N+](=O)[O-])cc3)CC2)nc2c1SCC2	IC50	=	175.0	nM
CHEMBL473900	Cc1ccc(-c2c(SCC(=O)Nc3ccc(-c4ccc(CC(=O)O)cc4)cc3Cl)cnn2C)c(Cl)c1	IC50	=	1.9	nM
CHEMBL367956	Cc1cc(C)cc(Cc2c(C)c(C)[nH]c(=O)c2N(C)C)c1	IC50	=	5.0	nM
CHEMBL4202681	Cc1cc(C)cc(S(=O)(=O)n2c(SCC(=O)Nc3ccccc3C)nc3ccccc32)c1	IC50	=	222.0	nM
CHEMBL403783	O=C(NCc1nccs1)c1[nH]c2ccc(Br)cc2c1S(=O)(=O)N1CCCC1	IC50	=	200.0	nM
CHEMBL252406	O=C(NCc1ccccc1O)c1[nH]c2ccc(Br)cc2c1S(=O)(=O)N1CCCC1	IC50	=	9.4	nM
CHEMBL3310874	O=C1c2ccccc2S[C@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](CO)N12	IC50	=	490.0	nM
CHEMBL518737	O=c1[nH]c2ccc(Cl)cc2n1S(=O)(=O)c1cc(F)cc(F)c1	IC50	=	100.0	nM
CHEMBL479069	O=c1[nH]c2ccc(Cl)cc2n1Cc1cc(F)cc(F)c1	IC50	=	100.0	nM
CHEMBL4171262	Cc1cc(-c2ccc(Cl)cc2)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1	IC50	=	26.0	nM
CHEMBL2337435	CC1CCCCC1Oc1cc(CCc2ccccc2)[nH]c(=O)c1Br	IC50	=	650.0	nM
CHEMBL4291434	Cc1cc(C)c(Nc2ccnc(Nc3ccc(C(N)=O)cc3)n2)c(C)c1	IC50	=	63.1	nM
CHEMBL559468	CCc1c(C(=O)c2cc(C)cc(C)c2)n(CC2CC=CC2)c(=O)[nH]c1=O	IC50	=	179.0	nM
CHEMBL1078148	NS(=O)(=O)c1ccc(NC(=O)CSC(=O)N2CCCc3cc(Cl)ccc32)c(Cl)c1	IC50	=	8.0	nM
CHEMBL1689302	CC1=C(Sc2cccc(F)c2)C(COCCO)C(=O)NC1=O	IC50	=	1.7	nM
CHEMBL428685	COC(=O)CCCC=C(c1cc(C)c(OC)c(C(=O)OC)c1)c1cc(C)c(OC)c(C(=O)OC)c1	IC50	=	1000.0	nM
CHEMBL1766230	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCN3CCOCC3)[nH]c3ccc(Br)cc23)c1	IC50	=	63.0	nM
CHEMBL1766231	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCN3CCOCC3)[nH]c3ccc([N+](=O)[O-])cc23)c1	IC50	=	55.0	nM
CHEMBL253629	NC(=O)c1[nH]c2ccc(Br)cc2c1S(=O)(=O)N1CCCC1	IC50	=	120.0	nM
CHEMBL2147021	Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c3nc(F)ccc23)c1	IC50	=	7.7	nM
CHEMBL420843	Nc1ncnc2c1ncn2[C@H]1C=C[C@@H](OCP(=O)(O)O)O1	IC50	=	600.0	nM
CHEMBL4439382	CCn1c(=O)[nH]c2cccc(Oc3cc(C)cc(C)c3)c21	IC50	=	303.0	nM
CHEMBL2041792	Cc1cc(C)cc(Cc2c(N(C)C)c(=O)[nH]c(=O)n2COCc2ccccc2)c1	IC50	=	21.0	nM
CHEMBL474889	Cc1ccc(-c2ncoc2SCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1	IC50	=	365.0	nM
CHEMBL540490	CCc1c(Sc2ccccc2)n(CC2CC=CC2)c(=O)[nH]c1=O	IC50	=	366.0	nM
CHEMBL4211088	Cc1cn(C2CC(O)C(C#N)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C2)c(=O)[nH]c1=O	IC50	=	523.0	nM
CHEMBL518606	C#C[C@]1(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1O	IC50	=	263.0	nM
CHEMBL515873	COC(=O)c1cc(/C(=C\CCN2CCOC2=O)c2cc(C)c3onc(OC)c3c2)cc(C)c1OC	IC50	=	630.0	nM
CHEMBL2337416	CC(C)c1c(O[C@H]2CCCC[C@@H]2C)cc(CCc2ccccc2)[nH]c1=O	IC50	=	3.0	nM
CHEMBL264587	CNC(=O)CCCCn1c(=O)c(C)cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c1=O	IC50	=	560.0	nM
CHEMBL1270141	Cc1cccc(-c2ccccc2)c1Nc1nc(O)nc(N(C)Cc2ccc3c(c2)OCO3)n1	IC50	=	90.0	nM
CHEMBL1258815	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3ccc(C(N)=O)cc3)CC2)ncc1Br	IC50	=	24.0	nM
CHEMBL2397564	COc1cncc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)c1	IC50	=	120.0	nM
CHEMBL1689309	CC1=C(Sc2cc(Cl)cc(Cl)c2)C(COCCO)C(=O)NC1=O	IC50	=	27.0	nM
CHEMBL1802253	Cc1cc(O)c(=O)c(O)c2c1C[C@@H](C(C)O)CC2	IC50	=	680.0	nM
CHEMBL3618320	N#Cc1ccc(Nc2nccc(NCc3ccc(F)cc3F)n2)cc1	IC50	=	56.0	nM
CHEMBL2397570	CN(C)c1cnc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1	IC50	=	9.4	nM
CHEMBL1766218	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCN3CCOCC3)[nH]c3ccc(Br)cc23)c1	IC50	=	168.0	nM
CHEMBL1766215	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCN3CCCCC3)[nH]c3ccc([N+](=O)[O-])cc23)c1	IC50	=	13.0	nM
CHEMBL3787239	Cc1c(Cc2c(Cl)cccc2Cl)nc(N(C)Cc2ccc(N3CCOCC3)cc2)[nH]c1=O	IC50	=	90.0	nM
CHEMBL443883	Cc1cc(C)cc(S(=O)(=O)n2c(=O)[nH]c3ccc(C)cc32)c1	IC50	=	100.0	nM
CHEMBL2397413	Cc1sc2nc(-c3cc(O)c(O)c(O)c3)[nH]c(=O)c2c1C	IC50	=	690.0	nM
CHEMBL1766232	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCN3CCOCC3)[nH]c3ccc(Cl)c(F)c23)c1	IC50	=	711.0	nM
CHEMBL1766239	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCn3cccc3)[nH]c3ccc([N+](=O)[O-])cc23)c1	IC50	=	34.0	nM
CHEMBL373571	NS(=O)(=O)c1ccc(NC(=O)CSc2nnc(Br)n2-c2ccc(C3CC3)c3ccccc23)c(Cl)c1	IC50	=	4.0	nM
CHEMBL4288247	Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)ncc1SCC(=O)NCCN1CCN(C(=O)OC(C)(C)C)CC1	IC50	=	13.0	nM
CHEMBL509407	C#CCOCCOc1ccc(OC)cc1CCNC(=S)Nc1ccc(Br)cn1	IC50	=	41.0	nM
CHEMBL475260	COc1noc2c(C)cc(C(=CCCN3CCOC3=O)c3cc(C)c4onc(OC)c4c3)cc12	IC50	=	930.0	nM
CHEMBL477760	CN(C)c1cc(Cc2ccc(Cl)c(Oc3cccc(Br)c3)c2)n[nH]c1=O	IC50	=	230.0	nM
CHEMBL3134458	COc1ccc(CSc2nc(C(C#N)c3c(Cl)cccc3Cl)c(C)c(=O)[nH]2)cc1	IC50	=	230.0	nM
CHEMBL3134444	COc1ccc(CSc2nc(C(C#N)c3ccccc3Cl)c(C)c(=O)[nH]2)cc1	IC50	=	510.0	nM
CHEMBL1171241	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3ccccc3)C2)ncc1Br	IC50	=	67.0	nM
CHEMBL3290940	O=c1nc(Nc2ccc(-c3ccccc3)cc2)c2cccnc2n1O	IC50	=	32.0	nM
CHEMBL388707	CC(C)c1c(Cc2ccccc2)n(COCc2ccc(C(=O)/C=C(\O)C(=O)O)cc2)c(=O)[nH]c1=O	IC50	=	56.98	nM
CHEMBL244167	CCc1c(Cc2cc(C)cc(C)c2)n(COCc2ccc(C(=O)/C=C(\O)C(=O)O)cc2)c(=O)[nH]c1=O	IC50	=	24.19	nM
CHEMBL516565	Cc1ccc(Cc2ccc(=O)[nH]n2)cc1Oc1cccc(Cl)c1	IC50	=	640.0	nM
CHEMBL2397582	CNc1ccc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1	IC50	=	5.0	nM
CHEMBL2397585	CNc1ccc(-c2nc(=O)n(C(C)CC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1	IC50	=	86.0	nM
CHEMBL1077854	N#Cc1ccc(NC(=O)CSC(=O)N2CCCc3cc(Cl)cc(Cl)c32)c(Cl)c1	IC50	=	95.0	nM
CHEMBL559924	Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2CC2=CCCC2)c1	IC50	=	20.0	nM
CHEMBL564061	CCc1c(Sc2cc(C)cc(C)c2)n(CCC2CC=CC2)c(=O)[nH]c1=O	IC50	=	179.0	nM
CHEMBL549428	CCc1c(C(=O)c2cc(C)cc(C)c2)n(CCC2C=CCC2)c(=O)[nH]c1=O	IC50	=	75.0	nM
CHEMBL563459	CCc1c(C(=O)c2cc(C)cc(C)c2)n(CC2CC2)c(=O)[nH]c1=O	IC50	=	178.0	nM
CHEMBL443403	O=C1c2ccccc2C(=O)N1CCO/C(=N\c1ccc(Br)cc1)SS/C(=N/c1ccc(Br)cc1)OCCN1C(=O)c2ccccc2C1=O	IC50	=	740.0	nM
CHEMBL372175	COC(=O)CCC/C=C(\c1cc(F)cc(C(F)(F)F)c1)c1cc(C)c2onc(OC)c2c1	IC50	=	900.0	nM
CHEMBL4172683	Cc1cc(-c2ccc(C(F)(F)F)cc2)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1	IC50	=	67.0	nM
CHEMBL3415146	N#Cc1ccc(Nc2cn3ccnc3c(Oc3c(F)cc(F)cc3F)n2)cc1	IC50	=	470.0	nM
CHEMBL1766229	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCN3CCOCC3)[nH]c3ccc(Cl)cc23)c1	IC50	=	99.0	nM
CHEMBL2041779	CCOCn1c(Cc2ccccc2)c(I)c(=O)[nH]c1=O	IC50	=	114.0	nM
CHEMBL567882	Cc1cccc2c1OP(=O)(OC[C@H]1C[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]1O)OC2	IC50	=	380.0	nM
CHEMBL1258363	COc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cccc(C(N)=O)c3)CC2)ncc1C	IC50	=	21.0	nM
CHEMBL203420	Cc1cc(S(N)(=O)=O)ccc1NC(=O)COc1ccc(Cl)cc1C(=O)c1cc(Cl)cc(C#N)c1	IC50	=	2.69	nM
CHEMBL1271250	Cc1cccc(-c2ccccc2)c1Nc1nc(O)nc(NCc2ccc3occc3c2)n1	IC50	=	70.0	nM
CHEMBL513935	N#Cc1cc(Cl)cc(Oc2c(Br)ccc(Cc3n[nH]c4cnccc34)c2F)c1	IC50	=	5.0	nM
CHEMBL457724	N#Cc1cc(Cl)cc(Oc2c(Br)ccc(Cc3n[nH]c4nccnc34)c2F)c1	IC50	=	3.0	nM
CHEMBL2397588	CCC1(OC)CC(n2c(=O)nc(-c3ccc(NC)nc3)c3oc4ncc(-c5cnn(C)c5)cc4c32)C1	IC50	=	5.5	nM
CHEMBL2397586	CNc1ccc(-c2nc(=O)n(CCC3CCC(C)O3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1	IC50	=	4.8	nM
CHEMBL2397574	Cn1cc(-c2cnc3oc4c(-c5cccnc5)nc(=O)n(CCC5CCCO5)c4c3c2)cn1	IC50	=	12.0	nM
CHEMBL2397549	CC[C@H]1C[C@@H](n2c(=O)nc(-c3cnn(C)c3)c3oc4ccc(-c5cn(C)cn5)nc4c32)CCO1	IC50	=	5.8	nM
CHEMBL177666	CCc1c(C)[nH]c(=O)c(N(C)CC)c1Cc1cccc(/C=C/C#N)c1	IC50	=	1.0	nM
CHEMBL467737	CCc1c(C)[nH]c(=O)c(NNC(N)=S)c1Cc1cccc(C)c1	IC50	=	316.0	nM
CHEMBL600198	O=c1[nH]c2ccc(Cl)cc2n1S(=O)(=O)c1cccc(OC(F)(F)F)c1	IC50	=	305.0	nM
CHEMBL601866	COc1cccc(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)c1	IC50	=	52.0	nM
CHEMBL2397566	COc1ccc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1	IC50	=	9.4	nM
CHEMBL2396665	CNc1ccc(-c2nc(=O)n(CCC3CC(C)(C)CO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1	IC50	=	8.2	nM
CHEMBL1163681	CCc1c(Cc2ccccc2)n(COCc2ccc(Cc3cccc(C(=O)/C=C(\O)C(=O)O)c3)cc2)c(=O)[nH]c1=O	IC50	=	710.0	nM
CHEMBL1270317	O=c1cc(-c2cccc(-c3ccccc3)c2)c2cccnc2n1O	IC50	=	640.0	nM
CHEMBL592877	Cc1cccc(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)c1	IC50	=	21.0	nM
CHEMBL4291864	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccn(S(=O)(=O)c3ccccc3)c12	IC50	=	193.0	nM
CHEMBL4448359	N#Cc1cc(Cl)cc(Oc2c(C(F)(F)F)ccn(CC(=O)Nc3ncn[nH]3)c2=O)c1	IC50	=	522.0	nM
CHEMBL2364608	Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O	IC50	=	19.0	nM
CHEMBL3427058	Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(CC(=O)Nc3ccc(S(N)(=O)=O)cc3)CC2)n1	IC50	=	116.0	nM
CHEMBL2147023	Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c(-c3ccccc3)c2Cl)c1	IC50	=	6.3	nM
CHEMBL35033	CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O	IC50	=	150.0	nM
CHEMBL2041784	O=c1[nH]c(=O)n(COCc2ccccc2)c(Cc2cc(F)cc(F)c2)c1I	IC50	=	15.0	nM
CHEMBL2041790	CCOCn1c(Cc2cc(C)cc(C)c2)c(N(C)C)c(=O)[nH]c1=O	IC50	=	39.0	nM
CHEMBL1688496	CCC1(c2ccc(CSc3ccccc3)cc2)Oc2ccccc2-n2cccc2C1=O	IC50	=	60.0	nM
CHEMBL258501	C[C@@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O	IC50	=	550.0	nM
CHEMBL518929	CCCc1c(C)nc(N2C(=O)CSC2c2c(F)cccc2Cl)nc1C	IC50	=	850.0	nM
CHEMBL484982	O=C1c2ccccc2C(=O)N1CCOC(=S)N(C(=O)c1cccnc1Cl)c1ccc(Br)cc1	IC50	=	700.0	nM
CHEMBL2348624	C#CCOCCOCCOCCOCCOCC#Cc1cc(C)c(Oc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1	IC50	=	64.0	nM
CHEMBL257190	CS(=O)(=O)c1ccc2c(c1)CCN2C(=O)COc1ccc(Cl)c(Oc2cc(Cl)cc(C#N)c2)c1	IC50	=	0.86	nM
CHEMBL3621614	CC1=C(/N=N/c2ccc(Cl)cc2)N=C(N2Nc3onc(-c4ccccc4)c3C2c2ccc(Cl)cc2)NN1	IC50	=	0.028	nM
CHEMBL2262301	O=C(OCCN1C(=O)c2ccccc2C1=O)c1ccc(Cl)c([N+](=O)[O-])c1	IC50	=	1.1	nM
CHEMBL521498	CC(C)=CN1CCn2c(=S)[nH]c3ccc(Cl)c(c32)C1	IC50	=	45.71	nM
CHEMBL3798153	O=c1cc(COCc2ccccc2)n(COCc2cc(Cl)cc(Cl)c2)c(=O)[nH]1	IC50	=	410.0	nM
CHEMBL3114049	Cc1cc(C)cc(S(=O)(=O)n2c(SCC(=O)Nc3ccc(S(C)(=O)=O)cc3Cl)nc3ccccc32)c1	IC50	=	120.0	nM
CHEMBL449056	COC(=O)COc1ccc(OC)cc1CCNC(=S)Nc1ccc(Br)cn1	IC50	=	100.0	nM
CHEMBL400045	O=S(=O)(c1c(-c2nc3cccc(O)c3[nH]2)[nH]c2ccc(Br)cc12)N1CCCC1	IC50	=	810.0	nM
CHEMBL2159011	NC(=O)C(CNC(=O)c1ccc(C[n+]2c(-c3ccccc3)c3cc(N)ccc3c3ccc(N)cc32)cc1)NC(=O)[C@@H](N)CCCNC(=O)c1ccc(C[n+]2c(-c3ccccc3)c3cc(N)ccc3c3ccc(N)cc32)cc1	IC50	=	22.3	nM
CHEMBL1687958	COc1cccc(SC2=C(C)C(=O)NC(=O)C2COCCO)c1	IC50	=	20.0	nM
CHEMBL514291	Cc1ccc(-c2ccccc2SCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1	IC50	=	18.0	nM
