frag_ref	frag	score
6ooy_A7M_frag3	1klm_SPP_frag3	0.3933
6ooy_A7M_frag3	1klm_SPP_frag4	0.42124
6ooy_A7M_frag3	1klm_SPP_frag5	0.42859
6ooy_A7M_frag3	1klm_SPP_frag6	0.46127
6ooy_A7M_frag3	1klm_SPP_frag7	0.46613
6ooy_A7M_frag3	1klm_SPP_frag8	0.45934
6ooy_A7M_frag3	1klm_SPP_frag9	0.46042
6ooy_A7M_frag3	1klm_SPP_frag10	0.45843
6ooy_A7M_frag3	1klm_SPP_frag11	0.50981
6ooy_A7M_frag3	1klm_SPP_frag12	0.51221
6ooy_A7M_frag3	1klm_SPP_frag13	0.48886
6ooy_A7M_frag3	1klm_SPP_frag14	0.46783
6ooy_A7M_frag3	1klm_SPP_frag15	0.46288
6ooy_A7M_frag3	1klm_SPP_frag16	0.49721
6ooy_A7M_frag3	1klm_SPP_frag17	0.34674
6ooy_A7M_frag3	1klm_SPP_frag18	0.47442
6ooy_A7M_frag3	1klm_SPP_frag19	0.37023
6ooy_A7M_frag3	1klm_SPP_frag20	0.41293
6ooy_A7M_frag3	1klm_SPP_frag21	0.34159
6ooy_A7M_frag3	1c0t_BM1_frag1	0.42952
6ooy_A7M_frag3	1c0t_BM1_frag2	0.49165
6ooy_A7M_frag3	1c0t_BM1_frag3	0.3695
6ooy_A7M_frag3	1ep4_S11_frag1	0.39529
6ooy_A7M_frag3	1ep4_S11_frag2	0.40156
6ooy_A7M_frag3	1ep4_S11_frag3	0.43797
6ooy_A7M_frag3	1ep4_S11_frag4	0.45109
6ooy_A7M_frag3	1ep4_S11_frag5	0.44718
6ooy_A7M_frag3	1ep4_S11_frag6	0.45483
6ooy_A7M_frag3	1ep4_S11_frag7	0.41761
6ooy_A7M_frag3	1ep4_S11_frag8	0.41761
6ooy_A7M_frag3	1ep4_S11_frag9	0.41844
6ooy_A7M_frag3	1ep4_S11_frag10	0.41282
6ooy_A7M_frag3	1ep4_S11_frag11	0.36271
6ooy_A7M_frag3	1ep4_S11_frag12	0.34744
6ooy_A7M_frag3	1ep4_S11_frag13	0.35862
6ooy_A7M_frag4	1c1c_612_frag1	0.33301
6ooy_A7M_frag4	1c1c_612_frag2	0.3345
6ooy_A7M_frag4	1c1c_612_frag3	0.33551
6ooy_A7M_frag4	1c1c_612_frag4	0.3367
6ooy_A7M_frag4	1c1c_612_frag5	0.33706
6ooy_A7M_frag4	1c1c_612_frag6	0.33766
6ooy_A7M_frag4	1c1c_612_frag7	0.34136
6ooy_A7M_frag4	1c1c_612_frag8	0.34212
6ooy_A7M_frag4	3c6u_M22_frag1	0.32862
6ooy_A7M_frag4	3c6u_M22_frag2	0.32862
6ooy_A7M_frag4	3c6u_M22_frag3	0.33415
6ooy_A7M_frag4	3c6u_M22_frag4	0.33267
6ooy_A7M_frag4	3c6u_M22_frag5	0.33415
6ooy_A7M_frag4	3c6u_M22_frag6	0.33485
6ooy_A7M_frag4	3c6u_M22_frag7	0.33267
6ooy_A7M_frag4	3c6u_M22_frag8	0.33485
6ooy_A7M_frag4	3c6u_M22_frag9	0.33674
6ooy_A7M_frag4	3c6u_M22_frag10	0.33706
6ooy_A7M_frag4	3c6u_M22_frag11	0.33548
6ooy_A7M_frag4	3c6u_M22_frag12	0.33674
6ooy_A7M_frag4	3c6u_M22_frag13	0.33706
6ooy_A7M_frag4	3c6u_M22_frag14	0.3378
6ooy_A7M_frag4	3c6u_M22_frag15	0.33706
6ooy_A7M_frag4	3c6u_M22_frag16	0.33706
6ooy_A7M_frag4	3c6u_M22_frag17	0.3378
6ooy_A7M_frag4	3c6u_M22_frag18	0.34481
6ooy_A7M_frag4	3c6u_M22_frag19	0.34547
6ooy_A7M_frag4	3c6u_M22_frag20	0.35365
6ooy_A7M_frag4	3i0s_RT7_frag1	0.32799
6ooy_A7M_frag4	3i0s_RT7_frag2	0.3314
6ooy_A7M_frag4	3i0s_RT7_frag3	0.33476
6ooy_A7M_frag4	3i0s_RT7_frag4	0.33389
6ooy_A7M_frag4	3i0s_RT7_frag5	0.33636
6ooy_A7M_frag4	3i0s_RT7_frag6	0.33654
6ooy_A7M_frag4	3i0s_RT7_frag7	0.33695
6ooy_A7M_frag4	3i0s_RT7_frag8	0.34284
6ooy_A7M_frag4	3i0s_RT7_frag9	0.33742
6ooy_A7M_frag4	3i0s_RT7_frag10	0.34093
6ooy_A7M_frag4	1rth_U05_frag1	0.33426
6ooy_A7M_frag4	1rth_U05_frag2	0.33463
6ooy_A7M_frag4	1rth_U05_frag3	0.34547
6ooy_A7M_frag4	1rth_U05_frag4	0.3366
6ooy_A7M_frag4	1rth_U05_frag5	0.34699
6ooy_A7M_frag4	3lan_KBT_frag1	0.33132
6ooy_A7M_frag4	3lan_KBT_frag2	0.33132
6ooy_A7M_frag4	3lan_KBT_frag3	0.33454
6ooy_A7M_frag4	3lan_KBT_frag4	0.33454
6ooy_A7M_frag4	3lan_KBT_frag5	0.33662
6ooy_A7M_frag4	3lan_KBT_frag6	0.33662
6ooy_A7M_frag4	3lan_KBT_frag7	0.33662
6ooy_A7M_frag4	3lan_KBT_frag8	0.33662
6ooy_A7M_frag4	3lan_KBT_frag9	0.33708
6ooy_A7M_frag4	3lan_KBT_frag10	0.33661
6ooy_A7M_frag4	3lan_KBT_frag11	0.33664
6ooy_A7M_frag4	3lan_KBT_frag12	0.35244
6ooy_A7M_frag4	3lan_KBT_frag13	0.33766
6ooy_A7M_frag4	2hnd_NVP_frag1	0.33438
6ooy_A7M_frag4	2hnd_NVP_frag2	0.335
6ooy_A7M_frag4	2hnd_NVP_frag3	0.33659
6ooy_A7M_frag4	2hnd_NVP_frag4	0.34263
6ooy_A7M_frag4	3c6t_M14_frag1	0.32799
6ooy_A7M_frag4	3c6t_M14_frag2	0.33018
6ooy_A7M_frag4	3c6t_M14_frag3	0.33002
6ooy_A7M_frag4	3c6t_M14_frag4	0.33195
6ooy_A7M_frag4	3c6t_M14_frag5	0.33359
6ooy_A7M_frag4	3c6t_M14_frag6	0.33359
6ooy_A7M_frag4	3c6t_M14_frag7	0.33392
6ooy_A7M_frag4	3c6t_M14_frag8	0.33511
6ooy_A7M_frag4	3c6t_M14_frag9	0.33591
6ooy_A7M_frag4	3c6t_M14_frag10	0.33511
6ooy_A7M_frag4	3c6t_M14_frag11	0.33523
6ooy_A7M_frag4	3c6t_M14_frag12	0.33535
6ooy_A7M_frag4	3c6t_M14_frag13	0.33683
6ooy_A7M_frag4	3c6t_M14_frag14	0.33932
6ooy_A7M_frag4	3c6t_M14_frag15	0.3371
6ooy_A7M_frag4	3c6t_M14_frag16	0.33932
6ooy_A7M_frag4	3c6t_M14_frag17	0.33649
6ooy_A7M_frag4	3c6t_M14_frag18	0.33662
6ooy_A7M_frag4	3c6t_M14_frag19	0.3369
6ooy_A7M_frag4	3c6t_M14_frag20	0.33778
6ooy_A7M_frag4	3c6t_M14_frag21	0.34088
6ooy_A7M_frag4	3c6t_M14_frag22	0.33813
6ooy_A7M_frag4	3c6t_M14_frag23	0.34215
6ooy_A7M_frag4	3c6t_M14_frag24	0.34138
6ooy_A7M_frag4	3c6t_M14_frag25	0.33781
6ooy_A7M_frag4	3c6t_M14_frag26	0.33664
6ooy_A7M_frag4	1rt4_UC1_frag1	0.33468
6ooy_A7M_frag4	1rt4_UC1_frag2	0.33543
6ooy_A7M_frag4	1rt4_UC1_frag3	0.3382
6ooy_A7M_frag4	1rt4_UC1_frag4	0.33566
6ooy_A7M_frag4	1rt4_UC1_frag5	0.34019
6ooy_A7M_frag4	1rt4_UC1_frag6	0.34001
6ooy_A7M_frag4	1rt4_UC1_frag7	0.33878
6ooy_A7M_frag4	1rt4_UC1_frag8	0.33694
6ooy_A7M_frag4	1rt4_UC1_frag9	0.33656
6ooy_A7M_frag4	1rt4_UC1_frag10	0.34825
6ooy_A7M_frag4	1rt4_UC1_frag11	0.33663
6ooy_A7M_frag4	1fk9_EFZ_frag1	0.3312
6ooy_A7M_frag4	1fk9_EFZ_frag2	0.33257
6ooy_A7M_frag4	1fk9_EFZ_frag3	0.33481
6ooy_A7M_frag4	1fk9_EFZ_frag4	0.33172
6ooy_A7M_frag4	1fk9_EFZ_frag5	0.33339
6ooy_A7M_frag4	1fk9_EFZ_frag6	0.33566
6ooy_A7M_frag4	1fk9_EFZ_frag7	0.33663
6ooy_A7M_frag4	1fk9_EFZ_frag8	0.33773
6ooy_A7M_frag4	1fk9_EFZ_frag9	0.33796
6ooy_A7M_frag4	1fk9_EFZ_frag10	0.34269
6ooy_A7M_frag4	1rt6_UC3_frag1	0.33002
6ooy_A7M_frag4	1rt6_UC3_frag2	0.33297
6ooy_A7M_frag4	1rt6_UC3_frag3	0.3353
6ooy_A7M_frag4	1rt6_UC3_frag4	0.33664
6ooy_A7M_frag4	1rt6_UC3_frag5	0.33787
6ooy_A7M_frag4	1rt6_UC3_frag6	0.33812
6ooy_A7M_frag4	2rki_TT1_frag1	0.31846
6ooy_A7M_frag4	2rki_TT1_frag2	0.32453
6ooy_A7M_frag4	2rki_TT1_frag3	0.32781
6ooy_A7M_frag4	2rki_TT1_frag4	0.32221
6ooy_A7M_frag4	2rki_TT1_frag5	0.32908
6ooy_A7M_frag4	2rki_TT1_frag6	0.33283
6ooy_A7M_frag4	2rki_TT1_frag7	0.32799
6ooy_A7M_frag4	2rki_TT1_frag8	0.33026
6ooy_A7M_frag4	2rki_TT1_frag9	0.33231
6ooy_A7M_frag4	2rki_TT1_frag10	0.33699
6ooy_A7M_frag4	2rki_TT1_frag11	0.33415
6ooy_A7M_frag4	2rki_TT1_frag12	0.33494
6ooy_A7M_frag4	2rki_TT1_frag13	0.33639
6ooy_A7M_frag4	2rki_TT1_frag14	0.33714
6ooy_A7M_frag4	2rki_TT1_frag15	0.33728
6ooy_A7M_frag4	2rki_TT1_frag16	0.33991
6ooy_A7M_frag4	2rki_TT1_frag17	0.34154
6ooy_A7M_frag4	1tkt_H12_frag1	0.3332
6ooy_A7M_frag4	1tkt_H12_frag2	0.33699
6ooy_A7M_frag4	1tkt_H12_frag3	0.33699
6ooy_A7M_frag4	1tkt_H12_frag4	0.33734
6ooy_A7M_frag4	1tkt_H12_frag5	0.33734
6ooy_A7M_frag4	1tkt_H12_frag6	0.33659
6ooy_A7M_frag4	1tkt_H12_frag7	0.33664
6ooy_A7M_frag4	1c0u_BM5_frag1	0.33342
6ooy_A7M_frag4	1c0u_BM5_frag2	0.33347
6ooy_A7M_frag4	1c0u_BM5_frag3	0.33529
6ooy_A7M_frag4	1c0u_BM5_frag4	0.33533
6ooy_A7M_frag4	1c0u_BM5_frag5	0.33664
6ooy_A7M_frag4	1lw0_NVP_frag1	0.33214
6ooy_A7M_frag4	1lw0_NVP_frag2	0.33437
6ooy_A7M_frag4	1lw0_NVP_frag3	0.34038
6ooy_A7M_frag4	1lw0_NVP_frag4	0.34047
6ooy_A7M_frag4	1s1v_TNK_frag1	0.33225
6ooy_A7M_frag4	1s1v_TNK_frag2	0.33453
6ooy_A7M_frag4	1s1v_TNK_frag3	0.33414
6ooy_A7M_frag4	1s1v_TNK_frag4	0.33611
6ooy_A7M_frag4	1s1v_TNK_frag5	0.33672
6ooy_A7M_frag4	1s1v_TNK_frag6	0.33701
6ooy_A7M_frag4	1s1v_TNK_frag7	0.33893
6ooy_A7M_frag4	1s1v_TNK_frag8	0.33663
6ooy_A7M_frag4	1s1v_TNK_frag9	0.33663
6ooy_A7M_frag4	3dok_GWJ_frag1	0.32876
6ooy_A7M_frag4	3dok_GWJ_frag2	0.3294
6ooy_A7M_frag4	3dok_GWJ_frag3	0.33029
6ooy_A7M_frag4	3dok_GWJ_frag4	0.33095
6ooy_A7M_frag4	3dok_GWJ_frag5	0.33179
6ooy_A7M_frag4	3dok_GWJ_frag6	0.33316
6ooy_A7M_frag4	3dok_GWJ_frag7	0.33364
6ooy_A7M_frag4	3dok_GWJ_frag8	0.33461
6ooy_A7M_frag4	3dok_GWJ_frag9	0.33297
6ooy_A7M_frag4	3dok_GWJ_frag10	0.33453
6ooy_A7M_frag4	3dok_GWJ_frag11	0.33423
6ooy_A7M_frag4	3dok_GWJ_frag12	0.33542
6ooy_A7M_frag4	3dok_GWJ_frag13	0.3377
6ooy_A7M_frag4	3dok_GWJ_frag14	0.33706
6ooy_A7M_frag4	3dok_GWJ_frag15	0.33851
6ooy_A7M_frag4	3dok_GWJ_frag16	0.33835
6ooy_A7M_frag4	3dok_GWJ_frag17	0.33667
6ooy_A7M_frag4	3dok_GWJ_frag18	0.33926
6ooy_A7M_frag4	3dok_GWJ_frag19	0.33714
6ooy_A7M_frag4	3dok_GWJ_frag20	0.33733
6ooy_A7M_frag4	3dok_GWJ_frag21	0.33696
6ooy_A7M_frag4	3dok_GWJ_frag22	0.33745
6ooy_A7M_frag4	3dok_GWJ_frag23	0.33844
6ooy_A7M_frag4	3dok_GWJ_frag24	0.3399
6ooy_A7M_frag4	3dok_GWJ_frag25	0.34165
6ooy_A7M_frag4	3dok_GWJ_frag26	0.34309
6ooy_A7M_frag4	3dok_GWJ_frag27	0.34003
6ooy_A7M_frag4	3dok_GWJ_frag28	0.34597
6ooy_A7M_frag4	3dok_GWJ_frag29	0.33664
6ooy_A7M_frag4	1rt5_UC2_frag1	0.3335
6ooy_A7M_frag4	1rt5_UC2_frag2	0.33411
6ooy_A7M_frag4	1rt5_UC2_frag3	0.33753
6ooy_A7M_frag4	1rt5_UC2_frag4	0.33481
6ooy_A7M_frag4	1rt5_UC2_frag5	0.33971
6ooy_A7M_frag4	1rt5_UC2_frag6	0.33927
6ooy_A7M_frag4	1rt5_UC2_frag7	0.33847
6ooy_A7M_frag4	1rt5_UC2_frag8	0.33638
6ooy_A7M_frag4	1rt5_UC2_frag9	0.33654
6ooy_A7M_frag4	1rt5_UC2_frag10	0.3489
6ooy_A7M_frag4	1rt5_UC2_frag11	0.33663
6ooy_A7M_frag4	1vru_AAP_frag1	0.33409
6ooy_A7M_frag4	1vru_AAP_frag2	0.33451
6ooy_A7M_frag4	1vru_AAP_frag3	0.33764
6ooy_A7M_frag4	1vru_AAP_frag4	0.33545
6ooy_A7M_frag4	1vru_AAP_frag5	0.33618
6ooy_A7M_frag4	1vru_AAP_frag6	0.33659
6ooy_A7M_frag4	1vru_AAP_frag7	0.33748
6ooy_A7M_frag4	1vru_AAP_frag8	0.34126
6ooy_A7M_frag4	1vru_AAP_frag9	0.33876
6ooy_A7M_frag4	1vru_AAP_frag10	0.34062
6ooy_A7M_frag4	1fko_EFZ_frag1	0.33426
6ooy_A7M_frag4	1fko_EFZ_frag2	0.33612
6ooy_A7M_frag4	1fko_EFZ_frag3	0.33774
6ooy_A7M_frag4	1fko_EFZ_frag4	0.33437
6ooy_A7M_frag4	1fko_EFZ_frag5	0.33647
6ooy_A7M_frag4	1fko_EFZ_frag6	0.33821
6ooy_A7M_frag4	1fko_EFZ_frag7	0.33664
6ooy_A7M_frag4	1fko_EFZ_frag8	0.33753
6ooy_A7M_frag4	1fko_EFZ_frag9	0.3378
6ooy_A7M_frag4	1fko_EFZ_frag10	0.34169
6ooy_A7M_frag4	1lwc_NVP_frag1	0.3329
6ooy_A7M_frag4	1lwc_NVP_frag2	0.33473
6ooy_A7M_frag4	1lwc_NVP_frag3	0.34036
6ooy_A7M_frag4	1lwc_NVP_frag4	0.34116
6ooy_A7M_frag4	1s1u_NVP_frag1	0.3326
6ooy_A7M_frag4	1s1u_NVP_frag2	0.33522
6ooy_A7M_frag4	1s1u_NVP_frag3	0.34774
6ooy_A7M_frag4	1s1u_NVP_frag4	0.34126
6ooy_A7M_frag4	1rt2_TNK_frag1	0.33245
6ooy_A7M_frag4	1rt2_TNK_frag2	0.33355
6ooy_A7M_frag4	1rt2_TNK_frag3	0.33462
6ooy_A7M_frag4	1rt2_TNK_frag4	0.33544
6ooy_A7M_frag4	1rt2_TNK_frag5	0.33651
6ooy_A7M_frag4	1rt2_TNK_frag6	0.33754
6ooy_A7M_frag4	1rt2_TNK_frag7	0.33891
6ooy_A7M_frag4	1rt2_TNK_frag8	0.33656
6ooy_A7M_frag4	1rt2_TNK_frag9	0.34217
6ooy_A7M_frag4	3di6_PDZ_frag1	0.33101
6ooy_A7M_frag4	3di6_PDZ_frag2	0.33833
6ooy_A7M_frag4	3di6_PDZ_frag3	0.33833
6ooy_A7M_frag4	3di6_PDZ_frag4	0.3351
6ooy_A7M_frag4	3di6_PDZ_frag5	0.33966
6ooy_A7M_frag4	3di6_PDZ_frag6	0.33966
6ooy_A7M_frag4	3di6_PDZ_frag7	0.33933
6ooy_A7M_frag4	3di6_PDZ_frag8	0.33684
6ooy_A7M_frag4	3di6_PDZ_frag9	0.33684
6ooy_A7M_frag4	3di6_PDZ_frag11	0.34003
6ooy_A7M_frag4	1jla_TNK_frag1	0.33219
6ooy_A7M_frag4	1jla_TNK_frag2	0.3333
6ooy_A7M_frag4	1jla_TNK_frag3	0.33512
6ooy_A7M_frag4	1jla_TNK_frag4	0.33594
6ooy_A7M_frag4	1jla_TNK_frag5	0.33688
6ooy_A7M_frag4	1jla_TNK_frag6	0.33727
6ooy_A7M_frag4	1jla_TNK_frag7	0.33661
6ooy_A7M_frag4	1jla_TNK_frag8	0.33802
6ooy_A7M_frag4	1jla_TNK_frag9	0.34126
6ooy_A7M_frag4	1tkz_H16_frag1	0.33366
6ooy_A7M_frag4	1tkz_H16_frag2	0.33599
6ooy_A7M_frag4	1tkz_H16_frag3	0.3369
6ooy_A7M_frag4	1tkz_H16_frag4	0.33799
6ooy_A7M_frag4	1tkz_H16_frag5	0.33799
6ooy_A7M_frag4	1tkz_H16_frag6	0.33912
6ooy_A7M_frag4	1tkz_H16_frag7	0.35207
6ooy_A7M_frag4	3drr_R8E_frag1	0.3291
6ooy_A7M_frag4	3drr_R8E_frag2	0.3291
6ooy_A7M_frag4	3drr_R8E_frag3	0.33552
6ooy_A7M_frag4	3drr_R8E_frag4	0.33357
6ooy_A7M_frag4	3drr_R8E_frag5	0.33357
6ooy_A7M_frag4	3drr_R8E_frag6	0.33552
6ooy_A7M_frag4	3drr_R8E_frag7	0.33552
6ooy_A7M_frag4	3drr_R8E_frag8	0.33552
6ooy_A7M_frag4	3drr_R8E_frag9	0.33494
6ooy_A7M_frag4	3drr_R8E_frag10	0.34096
6ooy_A7M_frag4	3drr_R8E_frag11	0.33763
6ooy_A7M_frag4	3drr_R8E_frag12	0.34096
6ooy_A7M_frag4	3drr_R8E_frag13	0.33763
6ooy_A7M_frag4	3drr_R8E_frag14	0.34096
6ooy_A7M_frag4	3drr_R8E_frag15	0.33763
6ooy_A7M_frag4	3drr_R8E_frag16	0.34096
6ooy_A7M_frag4	3drr_R8E_frag17	0.33763
6ooy_A7M_frag4	3drr_R8E_frag18	0.35855
6ooy_A7M_frag4	3drr_R8E_frag19	0.35244
6ooy_A7M_frag4	3drr_R8E_frag20	0.34186
6ooy_A7M_frag4	3nbp_JGZ_frag1	0.32289
6ooy_A7M_frag4	3nbp_JGZ_frag2	0.32298
6ooy_A7M_frag4	3nbp_JGZ_frag3	0.3239
6ooy_A7M_frag4	3nbp_JGZ_frag4	0.32402
6ooy_A7M_frag4	3nbp_JGZ_frag5	0.32805
6ooy_A7M_frag4	3nbp_JGZ_frag6	0.32957
6ooy_A7M_frag4	3nbp_JGZ_frag7	0.32966
6ooy_A7M_frag4	3nbp_JGZ_frag8	0.32994
6ooy_A7M_frag4	3nbp_JGZ_frag9	0.3295
6ooy_A7M_frag4	3nbp_JGZ_frag10	0.33234
6ooy_A7M_frag4	3nbp_JGZ_frag11	0.33064
6ooy_A7M_frag4	3nbp_JGZ_frag12	0.33267
6ooy_A7M_frag4	3nbp_JGZ_frag13	0.33316
6ooy_A7M_frag4	3nbp_JGZ_frag14	0.3333
6ooy_A7M_frag4	3nbp_JGZ_frag15	0.33379
6ooy_A7M_frag4	3nbp_JGZ_frag16	0.33391
6ooy_A7M_frag4	3nbp_JGZ_frag17	0.33401
6ooy_A7M_frag4	3nbp_JGZ_frag18	0.335
6ooy_A7M_frag4	3nbp_JGZ_frag19	0.33366
6ooy_A7M_frag4	3nbp_JGZ_frag20	0.33426
6ooy_A7M_frag4	3nbp_JGZ_frag21	0.33745
6ooy_A7M_frag4	3nbp_JGZ_frag22	0.33616
6ooy_A7M_frag4	3nbp_JGZ_frag23	0.33638
6ooy_A7M_frag4	3nbp_JGZ_frag24	0.33635
6ooy_A7M_frag4	3nbp_JGZ_frag25	0.33871
6ooy_A7M_frag4	3nbp_JGZ_frag26	0.33662
6ooy_A7M_frag4	3nbp_JGZ_frag27	0.3374
6ooy_A7M_frag4	3nbp_JGZ_frag28	0.33943
6ooy_A7M_frag4	3nbp_JGZ_frag29	0.34054
6ooy_A7M_frag4	3nbp_JGZ_frag30	0.3379
6ooy_A7M_frag4	3nbp_JGZ_frag31	0.33839
6ooy_A7M_frag4	3nbp_JGZ_frag32	0.34169
6ooy_A7M_frag4	3nbp_JGZ_frag33	0.33953
6ooy_A7M_frag4	3nbp_JGZ_frag34	0.35207
6ooy_A7M_frag4	3nbp_JGZ_frag35	0.35207
6ooy_A7M_frag4	3nbp_JGZ_frag36	0.33664
6ooy_A7M_frag4	3nbp_JGZ_frag37	0.34777
6ooy_A7M_frag4	3lak_KR1_frag1	0.33183
6ooy_A7M_frag4	3lak_KR1_frag2	0.33183
6ooy_A7M_frag4	3lak_KR1_frag3	0.33377
6ooy_A7M_frag4	3lak_KR1_frag4	0.3342
6ooy_A7M_frag4	3lak_KR1_frag5	0.33377
6ooy_A7M_frag4	3lak_KR1_frag6	0.3342
6ooy_A7M_frag4	3lak_KR1_frag7	0.33575
6ooy_A7M_frag4	3lak_KR1_frag8	0.33575
6ooy_A7M_frag4	3lak_KR1_frag9	0.33684
6ooy_A7M_frag4	3lak_KR1_frag10	0.3366
6ooy_A7M_frag4	3lak_KR1_frag11	0.33684
6ooy_A7M_frag4	3lak_KR1_frag12	0.33737
6ooy_A7M_frag4	3lak_KR1_frag13	0.33737
6ooy_A7M_frag4	3lak_KR1_frag14	0.33921
6ooy_A7M_frag4	3lak_KR1_frag15	0.33664
6ooy_A7M_frag4	3lak_KR1_frag16	0.35244
6ooy_A7M_frag4	3lak_KR1_frag17	0.34162
6ooy_A7M_frag4	3lak_KR1_frag18	0.33852
6ooy_A7M_frag4	3lak_KR1_frag19	0.33943
6ooy_A7M_frag4	1s1w_UC1_frag1	0.33149
6ooy_A7M_frag4	1s1w_UC1_frag2	0.33356
6ooy_A7M_frag4	1s1w_UC1_frag3	0.33593
6ooy_A7M_frag4	1s1w_UC1_frag4	0.33483
6ooy_A7M_frag4	1s1w_UC1_frag5	0.33892
6ooy_A7M_frag4	1s1w_UC1_frag6	0.33667
6ooy_A7M_frag4	1s1w_UC1_frag7	0.33918
6ooy_A7M_frag4	1s1w_UC1_frag8	0.33664
6ooy_A7M_frag4	1s1w_UC1_frag9	0.34245
6ooy_A7M_frag4	1s1w_UC1_frag10	0.3408
6ooy_A7M_frag4	1s1w_UC1_frag11	0.33664
6ooy_A7M_frag4	3dya_PZL_frag1	0.3339
6ooy_A7M_frag4	3dya_PZL_frag2	0.3339
6ooy_A7M_frag4	3dya_PZL_frag3	0.33628
6ooy_A7M_frag4	3dya_PZL_frag4	0.33895
6ooy_A7M_frag4	3dya_PZL_frag5	0.33628
6ooy_A7M_frag4	3dya_PZL_frag6	0.33895
6ooy_A7M_frag4	3dya_PZL_frag7	0.34253
6ooy_A7M_frag4	3dya_PZL_frag8	0.34253
6ooy_A7M_frag4	3dya_PZL_frag9	0.33791
6ooy_A7M_frag4	3dya_PZL_frag10	0.33791
6ooy_A7M_frag4	3dya_PZL_frag11	0.33835
6ooy_A7M_frag4	3dya_PZL_frag12	0.33791
6ooy_A7M_frag4	3dya_PZL_frag13	0.33791
6ooy_A7M_frag4	3dya_PZL_frag14	0.34597
6ooy_A7M_frag4	3dya_PZL_frag15	0.33664
6ooy_A7M_frag4	3dya_PZL_frag16	0.34203
6ooy_A7M_frag4	1jlb_NVP_frag1	0.33196
6ooy_A7M_frag4	1jlb_NVP_frag2	0.33415
6ooy_A7M_frag4	1jlb_NVP_frag3	0.34404
6ooy_A7M_frag4	1jlb_NVP_frag4	0.33885
6ooy_A7M_frag4	1jlc_FTC_frag1	0.32841
6ooy_A7M_frag4	1jlc_FTC_frag2	0.32983
6ooy_A7M_frag4	1jlc_FTC_frag3	0.33055
6ooy_A7M_frag4	1jlc_FTC_frag4	0.33297
6ooy_A7M_frag4	1jlc_FTC_frag5	0.33254
6ooy_A7M_frag4	1jlc_FTC_frag6	0.33858
6ooy_A7M_frag4	1jlc_FTC_frag7	0.33559
6ooy_A7M_frag4	1jlc_FTC_frag8	0.34212
6ooy_A7M_frag4	3drp_R8E_frag1	0.32914
6ooy_A7M_frag4	3drp_R8E_frag2	0.32914
6ooy_A7M_frag4	3drp_R8E_frag3	0.3358
6ooy_A7M_frag4	3drp_R8E_frag4	0.33231
6ooy_A7M_frag4	3drp_R8E_frag5	0.33231
6ooy_A7M_frag4	3drp_R8E_frag6	0.3358
6ooy_A7M_frag4	3drp_R8E_frag7	0.3358
6ooy_A7M_frag4	3drp_R8E_frag8	0.3358
6ooy_A7M_frag4	3drp_R8E_frag9	0.3339
6ooy_A7M_frag4	3drp_R8E_frag10	0.34018
6ooy_A7M_frag4	3drp_R8E_frag11	0.33869
6ooy_A7M_frag4	3drp_R8E_frag12	0.34018
6ooy_A7M_frag4	3drp_R8E_frag13	0.33869
6ooy_A7M_frag4	3drp_R8E_frag14	0.34018
6ooy_A7M_frag4	3drp_R8E_frag15	0.33869
6ooy_A7M_frag4	3drp_R8E_frag16	0.34018
6ooy_A7M_frag4	3drp_R8E_frag17	0.33869
6ooy_A7M_frag4	3drp_R8E_frag18	0.34963
6ooy_A7M_frag4	3drp_R8E_frag19	0.34547
6ooy_A7M_frag4	3drp_R8E_frag20	0.34217
6ooy_A7M_frag4	3lp1_NVP_frag1	0.3338
6ooy_A7M_frag4	3lp1_NVP_frag2	0.33431
6ooy_A7M_frag4	3lp1_NVP_frag3	0.33659
6ooy_A7M_frag4	3lp1_NVP_frag4	0.34097
6ooy_A7M_frag4	3dle_GFA_frag1	0.33178
6ooy_A7M_frag4	3dle_GFA_frag2	0.33435
6ooy_A7M_frag4	3dle_GFA_frag3	0.33394
6ooy_A7M_frag4	3dle_GFA_frag4	0.33617
6ooy_A7M_frag4	3dle_GFA_frag5	0.33559
6ooy_A7M_frag4	3dle_GFA_frag6	0.33635
6ooy_A7M_frag4	3dle_GFA_frag7	0.33875
6ooy_A7M_frag4	3dle_GFA_frag8	0.33716
6ooy_A7M_frag4	3dle_GFA_frag9	0.33734
6ooy_A7M_frag4	3dle_GFA_frag10	0.34014
6ooy_A7M_frag4	3dle_GFA_frag11	0.33713
6ooy_A7M_frag4	3dle_GFA_frag12	0.33753
6ooy_A7M_frag4	3dle_GFA_frag13	0.34208
6ooy_A7M_frag4	3dle_GFA_frag14	0.33992
6ooy_A7M_frag4	1rt7_UC4_frag1	0.32924
6ooy_A7M_frag4	1rt7_UC4_frag2	0.33286
6ooy_A7M_frag4	1rt7_UC4_frag3	0.33422
6ooy_A7M_frag4	1rt7_UC4_frag4	0.335
6ooy_A7M_frag4	1rt7_UC4_frag5	0.33569
6ooy_A7M_frag4	1rt7_UC4_frag6	0.33796
6ooy_A7M_frag4	1rt7_UC4_frag7	0.33763
6ooy_A7M_frag4	1rt7_UC4_frag8	0.3377
6ooy_A7M_frag4	1rt7_UC4_frag9	0.33737
6ooy_A7M_frag4	1rt7_UC4_frag10	0.35127
6ooy_A7M_frag4	1rt7_UC4_frag11	0.33663
6ooy_A7M_frag4	1lwf_NVP_frag1	0.3332
